,location,total_sqft,bath,price,BHK
5790,Thanisandra,1114.0,2.0,39.0,2
5791,Thanisandra,1142.0,2.0,43.415,2
5792,Thanisandra,1825.0,3.0,100.0,3
5793,Thanisandra,2144.0,3.0,135.0,3
5794,Thanisandra,1240.0,2.0,62.0,3
5795,Thanisandra,1100.0,2.0,38.0,2
5796,Thanisandra,1093.0,2.0,70.0,2
5797,Thanisandra,971.0,2.0,36.435,2
5798,Thanisandra,1265.0,2.0,79.0,3
5799,Thanisandra,1651.0,3.0,97.38,3
5800,Thanisandra,1430.0,2.0,51.46,3
5801,Thanisandra,1265.0,2.0,85.0,2
5802,Thanisandra,510.0,1.0,25.25,1
5803,Thanisandra,1185.0,2.0,42.1,2
5804,Thanisandra,776.0,1.0,48.145,1
5805,Thanisandra,1564.0,3.0,101.0,3
5806,Thanisandra,1430.0,2.0,56.0,3
5807,Thanisandra,1183.0,2.0,58.56,2
5808,Thanisandra,1847.0,3.0,123.0,3
5809,Thanisandra,1430.0,2.0,56.0,3
5810,Thanisandra,1800.0,3.0,90.0,3
5811,Thanisandra,1697.0,3.0,114.0,3
5812,Thanisandra,2650.0,4.0,240.0,4
5813,Thanisandra,1185.0,2.0,43.0,2
5814,Thanisandra,1050.0,2.0,45.0,2
5815,Thanisandra,3500.0,5.0,160.0,6
5816,Thanisandra,1573.0,3.0,95.0,3
5817,Thanisandra,1917.0,3.0,122.0,3
5818,Thanisandra,693.0,1.0,34.3,1
5819,Thanisandra,1098.0,2.0,68.0,2
5820,Thanisandra,760.0,1.0,50.3,1
5821,Thanisandra,1111.0,2.0,50.0,2
5822,Thanisandra,1185.0,2.0,58.68,2
5823,Thanisandra,2002.0,3.0,112.0,3
5824,Thanisandra,1634.0,3.0,78.0,3
5825,Thanisandra,1445.0,2.0,40.31,3
5826,Thanisandra,2000.0,3.0,99.0,3
5827,Thanisandra,1050.0,2.0,46.0,2
5828,Thanisandra,1588.0,3.0,75.55,3
5829,Thanisandra,1697.0,3.0,115.0,3
5830,Thanisandra,1220.0,2.0,43.92,2
5831,Thanisandra,1380.0,1.0,62.1,1
5832,Thanisandra,750.0,4.0,62.0,5
5833,Thanisandra,923.0,1.0,60.84,1
5834,Thanisandra,1743.0,3.0,93.25,3
5835,Thanisandra,923.0,1.0,45.69,1
5836,Thanisandra,1183.0,2.0,59.74,2
5837,Thanisandra,3216.0,4.0,226.0,4
5838,Thanisandra,1296.0,2.0,72.0,2
5839,Thanisandra,1020.0,2.0,44.5,2
5840,Thanisandra,1430.0,2.0,51.6,3
5841,Thanisandra,1874.0,4.0,130.0,3
5842,Thanisandra,1698.0,3.0,102.0,3
5843,Thanisandra,1411.0,3.0,93.04,3
5844,Thanisandra,1996.0,3.0,135.0,3
5845,Thanisandra,1801.0,3.0,115.0,3
5846,Thanisandra,1678.0,3.0,125.0,3
5847,Thanisandra,1265.0,2.0,82.0,2
5848,Thanisandra,1100.0,2.0,48.0,2
5849,Thanisandra,1917.0,4.0,113.0,3
5850,Thanisandra,662.0,1.0,42.0,1
5851,Thanisandra,2100.0,4.0,95.0,4
5852,Thanisandra,1948.0,3.0,130.0,3
5853,Thanisandra,1690.0,3.0,125.0,3
5854,Thanisandra,1200.0,2.0,46.0,2
5855,Thanisandra,1430.0,2.0,54.11,3
5856,Thanisandra,1922.0,3.0,106.0,3
5857,Thanisandra,965.0,2.0,67.0,2
5858,Thanisandra,1140.0,2.0,36.0,2
5859,Thanisandra,1098.0,2.0,74.0,2
5860,Thanisandra,1437.0,2.0,71.13,2
5861,Thanisandra,1795.0,3.0,140.0,3
5862,Thanisandra,1146.0,2.0,38.0,2
5863,Thanisandra,1564.0,3.0,104.0,3
5864,Thanisandra,1230.0,2.0,44.0,2
5865,Thanisandra,1220.0,2.0,44.6,2
5866,Thanisandra,1241.0,2.0,61.0,3
5867,Thanisandra,1853.0,3.0,64.86,3
5868,Thanisandra,1200.0,2.0,65.0,3
5869,Thanisandra,1430.0,2.0,54.5,3
5870,Thanisandra,1732.0,3.0,85.73,3
5871,Thanisandra,1917.0,4.0,100.0,3
5872,Thanisandra,1250.0,1.0,54.0,2
5873,Thanisandra,2127.0,3.0,135.0,3
5874,Thanisandra,2336.0,3.0,115.89,3
5875,Thanisandra,1265.0,2.0,46.6,2
5876,Thanisandra,1276.0,2.0,75.0,2
5877,Thanisandra,693.0,1.0,34.3,1
5878,Thanisandra,2259.0,5.0,135.0,4
5879,Thanisandra,1265.0,2.0,78.0,2
5880,Thanisandra,1732.0,3.0,85.73,3
5881,Thanisandra,1148.0,2.0,43.5,2
5882,Thanisandra,2172.0,3.0,76.02,3
5883,Thanisandra,934.0,2.0,55.0,2
5884,Thanisandra,1185.0,2.0,44.0,2
5885,Thanisandra,1056.0,2.0,68.0,2
5886,Thanisandra,1595.0,3.0,110.0,3
5887,Thanisandra,1411.0,3.0,93.15,3
5888,Thanisandra,1039.0,2.0,39.5,2
5889,Thanisandra,1220.0,2.0,42.0,2
5890,Thanisandra,1450.0,2.0,57.0,2
5891,Thanisandra,1093.0,2.0,68.1,2
5892,Thanisandra,1430.0,2.0,51.48,3
5893,Thanisandra,1370.0,2.0,61.0,3
5894,Thanisandra,1093.0,2.0,72.0,2
5895,Thanisandra,1140.0,2.0,39.0,2
5896,Thanisandra,1200.0,2.0,53.5,2
5897,Thanisandra,1698.0,3.0,107.0,3
5898,Thanisandra,2293.0,3.0,80.26,3
5899,Thanisandra,1564.0,3.0,105.0,3
5900,Thanisandra,1265.0,2.0,83.0,2
5901,Thanisandra,2280.0,4.0,184.0,3
5902,Thanisandra,784.0,1.0,35.285,1
5903,Thanisandra,965.0,2.0,56.0,2
5904,Thanisandra,1546.0,3.0,95.0,3
5905,Thanisandra,1795.0,3.0,150.0,3
5906,Thanisandra,777.0,1.0,38.535,1
5907,Thanisandra,1430.0,2.0,54.0,3
5908,Thanisandra,1697.0,3.0,110.0,3
5909,Thanisandra,1492.0,3.0,88.0,3
5910,Thanisandra,2072.0,3.0,122.0,3
5911,Thanisandra,1595.0,3.0,120.0,3
5912,Thanisandra,1880.0,3.0,120.0,3
5913,Thanisandra,760.0,1.0,50.0,1
5914,Thanisandra,1200.0,2.0,60.0,2
5915,Thanisandra,1800.0,4.0,125.0,3
5916,Thanisandra,933.0,2.0,58.0,1
5917,Thanisandra,1917.0,3.0,110.0,3
5918,Thanisandra,1996.0,4.0,123.0,3
5919,Thanisandra,1183.0,2.0,77.25,2
5920,Thanisandra,1491.0,3.0,88.0,3
5921,Thanisandra,1881.0,3.0,95.0,3
5922,Thanisandra,662.0,1.0,29.0,1
5923,Thanisandra,1183.0,2.0,58.56,2
5924,Thanisandra,1564.0,3.0,100.0,3
5925,Thanisandra,663.0,1.0,46.1,1
5926,Thanisandra,662.0,1.0,45.0,1
5927,Thanisandra,1573.0,3.0,98.0,3
5928,Thanisandra,1262.0,2.0,83.0,3
5929,Thanisandra,1056.0,2.0,65.0,2
5930,Thanisandra,1131.0,2.0,55.975,2
5931,Thanisandra,1702.0,3.0,115.0,3
5932,Thanisandra,1343.0,2.0,75.0,2
5933,Thanisandra,1935.0,4.0,122.0,3
5934,Thanisandra,933.0,2.0,55.0,2
5935,Thanisandra,1100.0,2.0,42.0,2
5936,Thanisandra,1183.0,2.0,77.3,2
5937,Thanisandra,1185.0,2.0,42.0,2
5938,Thanisandra,662.0,1.0,38.0,1
5939,Thanisandra,1265.0,2.0,72.0,2
5940,Thanisandra,1595.0,3.0,105.0,3
5941,Thanisandra,1185.0,2.0,42.67,2
5942,Thanisandra,1185.0,2.0,43.66,2
5943,Thanisandra,1241.0,2.0,65.0,3
5944,Thanisandra,580.0,1.0,27.5,1
5945,Thanisandra,2087.0,4.0,139.0,3
5946,Thanisandra,2050.0,3.0,150.0,3
5947,Thanisandra,1340.0,2.0,66.33,2
5948,Thanisandra,1230.0,2.0,44.0,2
5949,Thanisandra,1098.0,2.0,71.0,2
5950,Thanisandra,1411.0,3.0,93.25,3
5951,Thanisandra,1262.0,2.0,65.0,3
5952,Thanisandra,1234.0,2.0,51.0,2
5953,Thanisandra,1225.0,2.0,37.0,2
5954,Thanisandra,1732.0,3.0,112.0,3
5955,Thanisandra,933.0,2.0,66.0,2
5956,Thanisandra,933.0,1.0,61.0,1
5957,Thanisandra,1702.0,3.0,107.0,3
5958,Thanisandra,1188.0,2.0,39.0,2
5959,Thanisandra,747.0,1.0,34.355,1
5960,Thanisandra,2030.0,4.0,125.0,3
5961,Thanisandra,1140.0,2.0,59.0,2
5962,Thanisandra,663.0,1.0,46.0,1
5963,Thanisandra,1411.0,3.0,100.0,3
5964,Thanisandra,1702.0,3.0,120.0,3
5965,Thanisandra,1100.0,2.0,38.0,2
5966,Thanisandra,1185.0,2.0,45.0,2
5967,Thanisandra,1948.0,4.0,129.0,4
5968,Thanisandra,3600.0,9.0,125.0,8
5969,Thanisandra,1573.0,3.0,90.0,3
5970,Thanisandra,1056.0,2.0,70.0,2
5971,Thanisandra,1220.0,2.0,46.0,2
5972,Thanisandra,1460.0,2.0,38.5,2
5973,Thanisandra,1719.0,3.0,135.0,3
5974,Thanisandra,1595.0,3.0,96.0,3
5975,Thanisandra,1698.0,3.0,125.0,3
5976,Thanisandra,1732.0,3.0,85.73,3
5977,Thanisandra,1226.0,2.0,65.0,2
5978,Thanisandra,1188.0,2.0,36.0,2
5979,Thanisandra,1056.0,2.0,75.0,2
5980,Thanisandra,1245.0,2.0,83.05,2
5981,Thanisandra,2695.0,4.0,188.0,4
5982,Thanisandra,1185.0,2.0,43.5,2
5983,Thanisandra,1261.0,2.0,80.0,3
5984,Thanisandra,1430.0,2.0,51.48,3
5985,Thanisandra,1884.0,4.0,117.0,3
5986,Thanisandra,965.0,2.0,54.0,2
5987,Thanisandra,1930.0,4.0,122.0,3
5988,Thanisandra,777.0,1.0,38.46,1
5989,Thanisandra,2019.0,3.0,70.67,3
5990,Thanisandra,1241.0,2.0,68.0,3
5991,Thanisandra,2999.97,6.0,110.0,6
5992,Thanisandra,1930.0,4.0,120.0,3
5993,Thanisandra,760.0,1.0,50.4,1
5994,Thanisandra,663.0,1.0,32.82,1
5995,Thanisandra,1260.0,2.0,45.5,2
5996,Thanisandra,1801.0,3.0,115.0,3
5997,Thanisandra,1806.0,6.0,116.0,3
5998,Thanisandra,3671.0,4.0,220.0,4
5999,Thanisandra,1573.0,3.0,115.0,3
6000,Thanisandra,1110.0,2.0,46.5,2
6001,Thanisandra,1305.0,2.0,90.0,2
6002,Thanisandra,1100.0,2.0,36.0,2
6003,Thanisandra,1965.0,4.0,125.0,3
6004,Thanisandra,1430.0,2.0,56.0,3
6005,Thanisandra,1694.0,3.0,125.0,3
6006,Thanisandra,1573.0,3.0,100.0,3
6007,Thanisandra,1533.0,3.0,75.885,3
6008,Thanisandra,2259.0,3.0,112.0,4
6009,Thanisandra,1917.0,4.0,130.0,4
6010,Thanisandra,1226.0,2.0,65.59,2
6011,Thigalarapalya,3122.0,6.0,230.0,4
6012,Thigalarapalya,2072.0,4.0,142.0,3
6013,Thigalarapalya,1297.0,2.0,103.0,2
6014,Thigalarapalya,1418.0,2.0,95.0,2
6015,Thigalarapalya,3122.0,6.0,235.0,4
6016,Thigalarapalya,3122.0,6.0,245.0,4
6017,Thigalarapalya,2072.0,4.0,150.0,3
6018,Thigalarapalya,1418.0,2.0,103.0,2
6019,Thigalarapalya,1418.0,2.0,101.0,2
6020,Thigalarapalya,1418.0,2.0,104.0,2
6021,Thigalarapalya,2072.0,4.0,139.0,3
6022,Thigalarapalya,3122.0,5.0,225.0,4
6023,Thigalarapalya,2912.0,6.0,210.0,4
6024,Thigalarapalya,1418.0,2.0,103.0,2
6025,Thigalarapalya,2072.0,4.0,159.0,3
6026,Thigalarapalya,2072.0,4.0,147.0,3
6027,Thigalarapalya,1418.0,2.0,106.0,2
6028,Thigalarapalya,2215.0,4.0,156.0,3
6029,Thigalarapalya,1418.0,2.0,104.0,2
6030,Thigalarapalya,3122.0,6.0,237.0,4
6031,Thigalarapalya,1418.0,2.0,105.0,2
6032,Thigalarapalya,1418.0,2.0,104.0,2
6033,Thigalarapalya,2072.0,4.0,139.0,3
6034,Thigalarapalya,2215.0,4.0,160.0,3
6035,Thigalarapalya,1418.0,2.0,106.0,2
6036,Thigalarapalya,2072.0,4.0,155.0,3
6037,Thigalarapalya,1830.0,4.0,135.0,3
6038,Thigalarapalya,1418.0,2.0,105.0,2
6039,Thigalarapalya,2072.0,4.0,160.0,3
6040,Thigalarapalya,2215.0,4.0,150.0,3
6041,Thigalarapalya,2215.0,4.0,154.0,3
6042,Thigalarapalya,2072.0,4.0,152.0,3
6043,Thigalarapalya,2072.0,4.0,160.0,3
6044,Thigalarapalya,2072.0,4.0,155.0,3
6045,Thigalarapalya,3122.0,6.0,235.0,4
6046,Thigalarapalya,2072.0,4.0,153.0,3
6047,Thigalarapalya,2215.0,4.0,150.0,3
6048,Thigalarapalya,2072.0,4.0,157.0,3
6049,Thigalarapalya,1418.0,2.0,105.0,2
6050,Thigalarapalya,3362.0,5.0,249.0,4
6051,Thigalarapalya,3122.0,6.0,245.0,4
6052,Thigalarapalya,1830.0,3.0,133.0,3
6053,Thigalarapalya,2215.0,4.0,154.0,3
6054,Thigalarapalya,4190.0,4.0,325.0,4
6055,Thigalarapalya,2215.0,4.0,157.0,3
6056,Thigalarapalya,2072.0,4.0,151.0,3
6057,Thigalarapalya,4303.0,5.0,300.0,4
6058,Thigalarapalya,1400.0,2.0,105.0,2
6059,Thigalarapalya,2215.0,4.0,162.0,3
6060,Thigalarapalya,1297.0,2.0,98.0,2
6061,Thigalarapalya,2215.0,4.0,152.0,3
6062,Tumkur Road,1500.0,3.0,95.0,3
6063,Tumkur Road,1779.0,3.0,112.0,3
6064,Tumkur Road,1586.0,3.0,100.0,3
6065,Tumkur Road,1098.0,2.0,72.0,2
6066,Tumkur Road,1354.0,3.0,90.0,3
6067,Tumkur Road,1240.0,2.0,84.0,3
6068,Tumkur Road,1239.0,2.0,82.0,2
6069,Tumkur Road,1246.0,2.0,82.0,2
6070,Tumkur Road,1500.0,3.0,100.0,3
6071,Tumkur Road,1789.0,3.0,98.0,3
6072,Tumkur Road,1416.0,3.0,94.0,3
6073,Tumkur Road,1027.0,2.0,60.0,2
6074,Tumkur Road,1027.0,2.0,68.62,2
6075,Tumkur Road,1459.0,2.0,95.0,3
6076,Tumkur Road,992.0,2.0,60.0,2
6077,Tumkur Road,1066.0,2.0,52.5,2
6078,Tumkur Road,1240.0,2.0,79.0,3
6079,Tumkur Road,1441.0,2.0,95.0,3
6080,Tumkur Road,1240.0,2.0,83.0,3
6081,Tumkur Road,1027.0,2.0,67.0,2
6082,Tumkur Road,1060.0,2.0,58.3,3
6083,Tumkur Road,1100.0,2.0,60.0,4
6084,Tumkur Road,1354.0,3.0,85.86,3
6085,Uttarahalli,1440.0,2.0,62.0,3
6086,Uttarahalli,1143.0,2.0,45.0,2
6087,Uttarahalli,1020.0,2.0,45.0,2
6088,Uttarahalli,1286.0,2.0,63.0,2
6089,Uttarahalli,1101.0,2.0,45.0,2
6090,Uttarahalli,1345.0,2.0,67.0,2
6091,Uttarahalli,1540.0,2.0,40.0,3
6092,Uttarahalli,1135.0,2.0,39.73,3
6093,Uttarahalli,1540.0,3.0,50.0,3
6094,Uttarahalli,1175.0,2.0,47.0,2
6095,Uttarahalli,1390.0,2.0,62.55,3
6096,Uttarahalli,1330.0,2.0,56.0,3
6097,Uttarahalli,1008.0,2.0,45.0,2
6098,Uttarahalli,1390.0,2.0,60.47,3
6099,Uttarahalli,1617.0,3.0,66.68,3
6100,Uttarahalli,1150.0,2.0,49.0,2
6101,Uttarahalli,1330.0,2.0,56.0,3
6102,Uttarahalli,1200.0,2.0,44.0,2
6103,Uttarahalli,1385.0,2.0,48.48,3
6104,Uttarahalli,1330.0,2.0,46.55,3
6105,Uttarahalli,882.0,2.0,30.0,2
6106,Uttarahalli,993.0,2.0,39.71,2
6107,Uttarahalli,1045.0,2.0,45.0,2
6108,Uttarahalli,850.0,2.0,37.93,2
6109,Uttarahalli,1330.0,2.0,47.0,3
6110,Uttarahalli,3600.0,6.0,120.0,6
6111,Uttarahalli,1788.0,3.0,98.34,3
6112,Uttarahalli,1345.0,2.0,57.0,3
6113,Uttarahalli,1089.0,2.0,43.55,2
6114,Uttarahalli,1330.0,2.0,46.55,3
6115,Uttarahalli,1279.0,2.0,48.0,2
6116,Uttarahalli,1845.0,2.0,68.27,3
6117,Uttarahalli,1425.0,2.0,64.0,3
6118,Uttarahalli,1155.0,2.0,40.42,2
6119,Uttarahalli,1050.0,2.0,42.0,2
6120,Uttarahalli,1300.0,2.0,55.0,3
6121,Uttarahalli,1250.0,2.0,55.0,3
6122,Uttarahalli,1700.0,3.0,88.0,3
6123,Uttarahalli,1200.0,3.0,50.0,3
6124,Uttarahalli,1085.0,2.0,43.0,2
6125,Uttarahalli,1350.0,2.0,53.0,3
6126,Uttarahalli,1175.0,2.0,47.0,2
6127,Uttarahalli,1689.28,3.0,91.2,3
6128,Uttarahalli,1310.0,2.0,85.0,3
6129,Uttarahalli,1175.0,2.0,47.0,2
6130,Uttarahalli,1137.0,2.0,63.0,2
6131,Uttarahalli,1315.0,2.0,74.0,3
6132,Uttarahalli,1215.0,2.0,52.85,3
6133,Uttarahalli,1312.0,3.0,51.19,3
6134,Uttarahalli,1325.0,2.0,53.0,2
6135,Uttarahalli,1300.0,2.0,60.0,3
6136,Uttarahalli,850.0,2.0,35.0,2
6137,Uttarahalli,1627.86,3.0,88.0,3
6138,Uttarahalli,1490.0,2.0,59.6,3
6139,Uttarahalli,1360.0,2.0,61.2,3
6140,Uttarahalli,1280.0,2.0,75.0,2
6141,Uttarahalli,661.0,1.0,36.0,1
6142,Uttarahalli,1134.0,2.0,45.36,2
6143,Uttarahalli,1350.0,2.0,47.24,3
6144,Uttarahalli,1320.0,2.0,55.44,3
6145,Uttarahalli,1390.0,2.0,61.16,3
6146,Uttarahalli,1090.0,2.0,45.0,2
6147,Uttarahalli,1050.0,2.0,42.0,2
6148,Uttarahalli,1235.0,2.0,90.0,2
6149,Uttarahalli,1123.0,2.0,48.0,2
6150,Uttarahalli,1329.0,2.0,56.0,3
6151,Uttarahalli,938.0,2.0,35.0,2
6152,Uttarahalli,1345.0,2.0,47.0,3
6153,Uttarahalli,1285.0,2.0,44.98,3
6154,Uttarahalli,1100.0,1.0,45.0,2
6155,Uttarahalli,1125.0,2.0,47.0,2
6156,Uttarahalli,1300.0,2.0,47.0,3
6157,Uttarahalli,1685.0,3.0,85.0,3
6158,Uttarahalli,1390.0,2.0,62.55,3
6159,Uttarahalli,1490.0,2.0,59.6,3
6160,Uttarahalli,1180.0,2.0,41.3,2
6161,Uttarahalli,1380.0,2.0,42.0,2
6162,Uttarahalli,1737.0,2.0,95.0,3
6163,Uttarahalli,1385.0,2.0,48.48,3
6164,Uttarahalli,3600.0,6.0,303.0,6
6165,Uttarahalli,1160.0,2.0,45.0,2
6166,Uttarahalli,1280.0,2.0,60.0,3
6167,Uttarahalli,1480.0,2.0,58.0,3
6168,Uttarahalli,1190.0,2.0,53.55,2
6169,Uttarahalli,1330.0,2.0,57.0,3
6170,Uttarahalli,1680.0,6.0,125.0,6
6171,Uttarahalli,1560.0,3.0,74.0,3
6172,Uttarahalli,1250.0,2.0,50.0,3
6173,Uttarahalli,1125.0,2.0,48.0,2
6174,Uttarahalli,1320.0,2.0,55.44,3
6175,Uttarahalli,1255.0,2.0,50.19,3
6176,Uttarahalli,1160.0,2.0,40.6,2
6177,Uttarahalli,1255.0,2.0,50.19,3
6178,Uttarahalli,1163.0,2.0,68.0,2
6179,Uttarahalli,1330.0,2.0,39.9,3
6180,Uttarahalli,1065.0,2.0,42.59,2
6181,Uttarahalli,1075.0,2.0,46.76,2
6182,Uttarahalli,1155.0,2.0,40.6,2
6183,Uttarahalli,1150.0,2.0,70.0,2
6184,Uttarahalli,1065.0,2.0,42.59,3
6185,Uttarahalli,1360.0,2.0,47.59,3
6186,Uttarahalli,1099.0,2.0,65.0,2
6187,Uttarahalli,1215.0,2.0,52.85,3
6188,Uttarahalli,1590.0,3.0,58.0,3
6189,Uttarahalli,1180.0,2.0,41.3,2
6190,Uttarahalli,1350.0,2.0,47.24,3
6191,Uttarahalli,1250.0,2.0,50.0,3
6192,Uttarahalli,1002.0,2.0,40.08,2
6193,Uttarahalli,1002.0,2.0,40.08,2
6194,Uttarahalli,1075.0,2.0,40.0,2
6195,Uttarahalli,1580.0,3.0,60.0,3
6196,Uttarahalli,1155.0,2.0,40.43,2
6197,Uttarahalli,1650.0,2.0,50.0,3
6198,Uttarahalli,1025.0,2.0,35.88,2
6199,Uttarahalli,1125.0,2.0,47.65,2
6200,Uttarahalli,1300.0,2.0,55.0,2
6201,Uttarahalli,1025.0,2.0,35.88,2
6202,Uttarahalli,980.0,2.0,45.0,2
6203,Uttarahalli,1125.0,2.0,47.0,2
6204,Uttarahalli,1135.0,2.0,39.73,3
6205,Uttarahalli,1350.0,2.0,47.24,3
6206,Uttarahalli,1250.0,2.0,50.0,3
6207,Uttarahalli,1250.0,2.0,50.0,3
6208,Uttarahalli,1175.0,2.0,47.0,2
6209,Uttarahalli,1360.0,2.0,47.59,3
6210,Uttarahalli,1360.0,2.0,47.59,3
6211,Uttarahalli,1525.0,2.0,62.82,3
6212,Uttarahalli,1265.0,2.0,65.0,3
6213,Uttarahalli,1590.0,3.0,57.0,3
6214,Uttarahalli,1330.0,2.0,46.55,3
6215,Uttarahalli,1213.0,2.0,48.0,2
6216,Uttarahalli,1475.0,2.0,59.0,3
6217,Uttarahalli,900.0,2.0,35.0,2
6218,Uttarahalli,1065.0,2.0,42.6,2
6219,Uttarahalli,1330.0,2.0,46.55,3
6220,Uttarahalli,1250.0,2.0,50.0,3
6221,Uttarahalli,1125.0,2.0,47.0,2
6222,Uttarahalli,1270.0,2.0,55.25,3
6223,Uttarahalli,1270.0,2.0,55.25,3
6224,Uttarahalli,1107.0,2.0,45.0,2
6225,Uttarahalli,1200.0,2.0,55.0,2
6226,Uttarahalli,1330.0,2.0,46.45,3
6227,Uttarahalli,1460.0,3.0,76.0,3
6228,Uttarahalli,1500.0,3.0,68.0,3
6229,Uttarahalli,1120.0,2.0,50.0,2
6230,Uttarahalli,1150.0,2.0,46.0,2
6231,Uttarahalli,1330.0,2.0,58.0,3
6232,Uttarahalli,1590.0,3.0,57.0,3
6233,Uttarahalli,1050.0,2.0,42.0,2
6234,Uttarahalli,1125.0,2.0,48.0,2
6235,Uttarahalli,4500.0,4.0,150.0,4
6236,Uttarahalli,1345.0,2.0,57.0,3
6237,Uttarahalli,1345.0,2.0,57.0,3
6238,Uttarahalli,1490.0,2.0,59.6,3
6239,Uttarahalli,1000.0,2.0,52.0,2
6240,Uttarahalli,1037.0,2.0,36.0,2
6241,Uttarahalli,1245.0,2.0,43.58,3
6242,Uttarahalli,1000.0,2.0,39.5,2
6243,Uttarahalli,1125.0,1.0,45.0,2
6244,Uttarahalli,1308.0,2.0,53.0,3
6245,Uttarahalli,1160.0,2.0,40.58,2
6246,Uttarahalli,1123.0,2.0,60.0,2
6247,Uttarahalli,1590.0,3.0,57.0,3
6248,Uttarahalli,1000.0,2.0,35.0,2
6249,Uttarahalli,1330.0,2.0,57.0,3
6250,Uttarahalli,1125.0,2.0,47.0,2
6251,Uttarahalli,1165.0,1.0,42.09,2
6252,Uttarahalli,1260.0,2.0,55.0,2
6253,Uttarahalli,1284.0,2.0,53.36,2
6254,Uttarahalli,1150.0,2.0,45.99,2
6255,Uttarahalli,1385.0,2.0,48.48,3
6256,Uttarahalli,1290.0,2.0,56.12,3
6257,Uttarahalli,1328.0,2.0,56.0,3
6258,Uttarahalli,1040.0,2.0,36.4,2
6259,Uttarahalli,1650.0,2.0,130.0,3
6260,Uttarahalli,1290.0,2.0,56.12,3
6261,Uttarahalli,1590.0,3.0,57.0,3
6262,Uttarahalli,1075.0,2.0,46.76,2
6263,Uttarahalli,1345.0,2.0,57.0,3
6264,Varthur,1160.0,2.0,44.0,2
6265,Varthur,1091.0,2.0,34.9,2
6266,Varthur,1385.0,2.0,80.0,2
6267,Varthur,1535.0,3.0,65.99,3
6268,Varthur,1024.0,2.0,42.0,2
6269,Varthur,1125.0,2.0,40.0,2
6270,Varthur,1012.0,2.0,66.5,2
6271,Varthur,1112.0,2.0,40.0,2
6272,Varthur,1055.0,2.0,45.35,2
6273,Varthur,1280.0,2.0,65.0,2
6274,Varthur,977.0,2.0,36.0,2
6275,Varthur,1250.0,3.0,71.0,3
6276,Varthur,1200.0,3.0,67.75,3
6277,Varthur,1665.0,3.0,53.0,3
6278,Varthur,1111.0,2.0,41.88,2
6279,Varthur,4500.0,5.0,300.0,4
6280,Varthur,1140.0,2.0,55.5,2
6281,Varthur,1012.0,2.0,59.0,2
6282,Varthur,1140.0,2.0,39.9,2
6283,Varthur,1090.0,2.0,48.0,2
6284,Varthur,1450.0,3.0,71.0,3
6285,Varthur,1210.0,2.0,60.0,2
6286,Varthur,1070.0,2.0,46.0,2
6287,Varthur,1360.0,2.0,85.0,3
6288,Varthur,965.0,2.0,34.0,2
6289,Varthur,1120.0,2.0,44.24,2
6290,Varthur,1395.0,2.0,79.0,3
6291,Varthur,1085.0,2.0,45.0,2
6292,Varthur,1250.0,2.0,47.0,2
6293,Varthur,1200.0,3.0,68.38,3
6294,Varthur,1520.0,2.0,61.0,3
6295,Varthur,1155.0,2.0,60.0,2
6296,Varthur,1035.0,2.0,60.0,2
6297,Varthur,1100.0,2.0,72.0,2
6298,Varthur,1155.0,2.0,39.0,2
6299,Varthur,1180.0,2.0,55.0,2
6300,Varthur,1520.0,2.0,60.0,3
6301,Varthur,1000.0,4.0,65.0,5
6302,Varthur,1738.0,2.0,57.35,2
6303,Varthur,1045.0,2.0,40.65,2
6304,Varthur,1155.0,2.0,39.0,2
6305,Varthur,1615.0,3.0,69.43,3
6306,Varthur,1210.0,2.0,64.15,2
6307,Varthur,1737.0,2.0,57.32,3
6308,Varthur,1402.0,2.0,95.0,2
6309,Varthur,1105.0,2.0,38.0,2
6310,Varthur,1560.0,3.0,90.0,3
6311,Varthur,1760.0,2.0,85.0,2
6312,Varthur,1210.0,2.0,54.0,2
6313,Varthur,1112.0,2.0,40.0,2
6314,Varthur,986.0,2.0,31.0,2
6315,Varthur,1600.0,3.0,63.2,3
6316,Varthur,1000.0,1.0,65.0,2
6317,Varthur,1665.0,3.0,71.58,3
6318,Vidyaranyapura,1440.0,2.0,95.0,2
6319,Vidyaranyapura,1200.0,2.0,55.0,2
6320,Vidyaranyapura,1200.0,4.0,90.0,4
6321,Vidyaranyapura,1485.0,2.0,67.0,3
6322,Vidyaranyapura,1060.0,2.0,55.0,2
6323,Vidyaranyapura,1200.0,9.0,100.0,9
6324,Vidyaranyapura,1060.0,6.0,110.0,6
6325,Vidyaranyapura,1200.0,7.0,130.0,8
6326,Vidyaranyapura,1100.0,2.0,54.0,2
6327,Vidyaranyapura,462.0,3.0,38.0,3
6328,Vidyaranyapura,1440.0,2.0,70.0,3
6329,Vidyaranyapura,1100.0,2.0,54.0,2
6330,Vidyaranyapura,1560.0,3.0,68.0,3
6331,Vidyaranyapura,1120.0,2.0,70.0,2
6332,Vidyaranyapura,945.0,2.0,40.0,2
6333,Vidyaranyapura,1100.0,2.0,54.0,2
6334,Vidyaranyapura,1200.0,2.0,65.0,3
6335,Vidyaranyapura,1200.0,2.0,52.0,2
6336,Vidyaranyapura,2640.0,6.0,225.0,5
6337,Vidyaranyapura,1050.0,2.0,50.0,2
6338,Vidyaranyapura,1188.0,2.0,50.0,2
6339,Vidyaranyapura,1100.0,2.0,75.0,3
